"id","account","text","text2"
"1969","@angiiieee98","From PGH statistics. 
Yung mga new cases nila ng Covid. 
Ang history of movement.
Pumunta lang sa Grocery.😢😕","From PGH statistics."
"303","@vivekshakya1992","Now Spain & Italy don’t have any more number of hospitals to accommodate Coronavirus patients 🙏🏻

Dear Indians, Please #StayAtHomeSaveLives","Now Spain & Italy do"
"303","@QuotesDailyBook","Italy 🇮🇹 right now.
No more space available in the hospital🏥. For God Sake take this deadly Coronavirus seriously and take care of yourself 🙏🙏.
#coronavirus #COVID19","Italy 🇮🇹 right now.
"
"303","@FarhangNamdar","Italy, corona large number of corona patients are on the streets because the hospitals are overwhelmed 

#COVIDー19 #Coronavirus #COVID19 #Italy #Italycorona","Italy, corona large "
"303","@VijaylaxmiRai4","This is italy. There is no more space in the hospitals. Think twice before you put your foot outside the house.....","This is italy. There"
"2446","@jsfx891hi1t2q","เทปเสียงของหมอที่ถูกส่งไปช่วยที่อิตาลี ค้นพบว่า เชื้อโควิด-19 อยู่ที่รองเท้า คนอิตาเลี่ยนจึงตายมาก เพราะใส่รองเท้าเข้าบ้าน #โควิด19   https://1drv.ms/u/s!ArqFnWRGaL8FlPBI9NWCjMDnJZhn8g …","เทปเสียงของหมอที่ถูก"
"2446","@Suchada60157220","✿ แพทย์ชี้สาเหตุ ""คนอิตาลี"" ติดเชื้อ โควิด-19 เสียชีวิตจำนวนมาก ต้นตอจาก ""รองเท้า""
---------------
อย่าลืม ""ฆ่าเชื้อ"" ที่รองเท้า อาจทำง่ายๆ โดยการนำมาตากแดดบ้าง โดยเฉพาะ ""พื้นรองเท้า""","✿ แพทย์ชี้สาเหตุ ""คน"
"2171","@MrCrazee","In 1918 telecommunications radio waves were deployed. (Spanish flu.)
1940s radar technology was deployed (Influenza epidemic.)
2003 3G was deployed. (SARS epidemic.)
2009 4G was deployed. (H1N1 epidemic.)
2019 5G being deployed. (COVID 19 epidemic.)
Next week - simple maths...","In 1918 telecommunic"
"2171","@HUUGAJA","In 1918 telecommunications radio waves were deployed. Spanish flu. 

1940s radar technology was deployed. Influenza epidemic. 

2003 3G was deployed. SARS epidemic. 

2009 4G was deployed. H1N1 epidemic. 

2019 5G being deployed. COVID 19 epidemic. 

Is 5G good? You decide!","In 1918 telecommunic"
"2171","@DrJackSKYWATCH1","INFECTION or CONTAGION is fiction.
Consider for example these 'co-incidences':
In 1918 telecommunications radio waves were deployed. Spanish flu.
1940s radar technology was deployed. Influenza
2003 3G was deployed. SARS
2009 4G was deployed. H1N1 
2019 5G being deployed. COVID 19","INFECTION or CONTAGI"
"1236","@XiaozhPhD04","美国目前最忙的不是抗疫，而是这个。","美国目前最忙的不是抗疫，而是这个。"
"1236","@oopsie06020861","美国人民天天在加班","美国人民天天在加班"
"4697","@NekomuraTsukiyo","#COVID19 stands for China Outbreak Virus in December 19","#COVID19 stands for "
"4697","@mythoey","COVID-19
China Outbreak Virus In December 19

#COVID19","COVID-19
China Outbr"
"4697","@shiroku08932300","COVID-19 :
China 
Outbreak
Virus
In
December 
19
#WuhanCoronavirus #ChinaPneumonia","COVID-19 :
China 
Ou"
"4697","@edwincwc","#covid19 , China OutBreak Virus In December 19 ( yes, easy to Remember) Still i prefer #ChinaVirus .
#China_is_terrorist","#covid19 , China Out"
"873","@mjwood16","LETS SEE IF WE HAVE ANY EVIDENCE THE @gatesfoundation @BillGates  WANTS TO ""OFF"" SOME OF US??? A $$WEALTHY NERD COMPUTER GUY MESSING WITH VACCINES TO INJECT INTO ""US""??? MR MAGOO COULD SEE THIS... #CrimesAgainstHumanity","LETS SEE IF WE HAVE "
"1249","@drfyl","Everyone who got the Trivalent Flu Shot will test positive for coronavirus. — Dr. Rashid Buttar","Everyone who got the"
"433","@autumnove","New York, Amerika Serikat
FBI menggrebek sebuah SINAGOG, tempat ibadah YAHUDI, dimana mereka menyembunyikan RIBUAN MASKER N95 yang diperlukan oleh Rumah Sakit dan Nakes, semuanya masker jenis N95","New York, Amerika Se"
"536","@zxy_zky","Before Corona Virus has spread throughout the world, God let the Taal Volcano eruption happened in the Philippines. But, did you know what's the benefits of volcanic ash? Based on science and research,volcanic ash has its overall disinfectant qualities. https://twitter.com/chrsdle/status/1233245361570893825 …","Before Corona Virus "
"536","@AkoKristiano","Noong pumutok ang bulkang taal, pagmamahal pala ng Dios yun eh, nangyari yun nung bago lumaganap ang Corona Virus,.. yung Volcanic Ash, nakakapatay pala yun ng Virus,.. 
-BES
#MCGIknows♡","Noong pumutok ang bu"
"1596","@Danny_1228","If you or anyone you know has symptoms of corona, go get them/yourself Zinc and Schweppes Tonic Water.
Tonic water has quinine which used to be used to treat malaria before that other drug with a big word.
Zinc - take 50-100mg of zinc a day.
Tonic water - 4-8oz","If you or anyone you"
"484","@rifaiariff7","[1/4 09:05] Eni: Info dari pasien yg sudah sembuh dari RS Persahabatan ..

Setiap hari kita disana :

1. Minum Vit C-1000
2. Vitamin E
3. Jam 10:00 - 11:00 berjemur 15-20 menit.
4. Telur satu butir
5. Istirahat/tidur yg cukup min 7-8 jam
6. Minum air putih min 1,5 lt per hari dan","[1/4 09:05] Eni: Inf"
"484","@LionMrutu","* Chenza- 8.2pH *
 * Parachichi- 15.6pH *
* Vitunguu - 13.2pH *
 * Maembe - 8.7pH *
 * Tangerine - 8.5pH *
 * Mananasi - 12.7pH *
 * Dandelion - 22.7pH *
 * chungwa - 9.2pH *

Unajuaje kuwa una coronavirus?
1. * Kuwashwa kwenye koo
2. *  kukauka koo
3. * Kikohozi kikavu. *","* Chenza- 8.2pH *
 *"
"484","@Pdizaina05","This is to inform us all that the pH for corona virus varies from 5.5 to 8.5
 
RESEARCH: JOURNAL OF VIROLOGY & ANTIVIRAL RESEARCH

All we need to do, to beat corona virus, we need to take more of an alkaline foods that are above the above pH level of the Virus.

Some of which are","This is to inform us"
"4307","@cestmoizbi","C'est le mec atteint du corona au Maroc il sen bas les couilles il tape sa meilleure pose mdrrrrrrrrr","C'est le mec atteint"
"447","@Kom_chad_luek","หมอแนะ...เมนูส้มตำสู้โควิด  #โควิด19#covid19","หมอแนะ...เมนูส้มตำสู"
"1430","@RiyazHanfi","Photo attach.
Dont be panic, take care your self, if you have cough & cold take Hot water Stream #Bhap.
Maximum time clean your Nose oral cavity and face chicks upper part of Nose and Cut your long Nail bc these are carrier's if possible take two time Shower (Bath) in a day.","Photo attach.
Dont b"
"1697","@realFFK","Britian pulls out of 5G contract with Chinese firm Huawei after test kits were found contaminated with Corona virus -","Britian pulls out of"
"3656","@FutbolBible","A Spanish biological researcher: ""You give the footballer €1 million euros a month & a biological researcher €1,800 per month, and you are now looking for a Coronavirus treatment. Go to Cristiano Ronaldo or Messi & they will get you a cure.""

What're your thoughts on this? 🤔","A Spanish biological"
"567","@mojos55","SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases. Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least. WHY? Even if the virus gets into your mouth...drinking water or other liquids","SERIOUS EXCELLENT AD"
"567","@cossymart","FEW FACTS ABOUT CORONA VIRUS!

SERIOUS EXCELLENT ADVICE by Japanese doctors treating COVID-19 cases. Everyone should ensure your mouth & throat is moist, never DRY. Take a few sips of water every 15 mins at least.","FEW FACTS ABOUT CORO"
"589","@pkshukl","पत्ता गोभी हो सके तो मत खाना ठीक सुना आपने । WHO की रिपोर्ट के अनुसार पत्ता गोभी की परत में Corona Virus सबसे ज़्यादा समय ठहर रहा है ।जहाँ बाक़ी जगह यह virus 9-12 घंटे ठहर रहा है वहीं पत्ता गोभी में यह virus 30 घंटे से अधिक ठहर रहा है ।सभी शहर के लोगों से निवेदन है","पत्ता गोभी हो सके तो"
"589","@maakaachar","पत्ता गोभी 

हो सके तो मत खाना

ठीक सुना आपने । WHO की रिपोर्ट के अनुसार पत्ता गोभी की परत में Corona Virus सबसे ज़्यादा समय ठहर रहा है ।

जहाँ बाक़ी जगह यह virus 9-12 घंटे ठहर रहा है वहीं पत्ता गोभी में यह virus 30 घंटे से अधिक ठहर रहा है ।","पत्ता गोभी 

हो सके "
"4390","@CoachPPeterson","Chlorine kills the #coronavirus @DixieState_FB","Chlorine kills the #"
"4390","@hislamoglu4","#cronovirus can be destroyed by UV
Health Federation President Mr. Dinç RD GLOBAL / INVAMED announced the “Turkish Ray Therapy” to the public, which has been developed in TR laboratories against the CRN virus named COVID-19 and has obtained + results against other viruses and bct","#cronovirus can be d"
"4390","@AkashMamc","[4] INDIANS DRINK R/O AND CLORINATED WATER WHICH 
HIGH CLORINE KILLS CORONA VIRUS ,
WATER QUALITY OF DRINKING CONTIANS A","[4] INDIANS DRINK R/"
"4390","@MarquisDeMarche","Kids testing the theory that chlorine keeps the corona virus away","Kids testing the the"
"4390","@thealexmiraval","Me dijo tres xosas interesantes: 
1. Las mascarillas son eficientes, pero desalientan su uso para que no se las quiten a los trabajadores de la salud. 
2. La vacuna estará en menos de un año.
3. El corona virus es super vulnerable al calor y los rayos UV.","Me dijo tres xosas i"
"132","@TheTrueKenyan1","@IG_NPS @PoliceKE @Ma3Route
@PRSA_Roadsafety
@KenyanTraffic
@Kangethe_Mb
@jaymzn 
@KuluoJosephine
@speakkam
@dantorish1
@martinMuchina
@WaNduta8
@Gideon_Kitheka
   These 2 traffic policemen  arrested this pedestrian for not wearing a mask. They, too, are not wearing masks!","@IG_NPS @PoliceKE @M"
"1699","@aisha_yaGuda","#NCDC  should've asked us if we want the money or the SMS.
1Billion for SMS lol😂😂😂
Next episode please.","#NCDC  should've ask"
"1699","@TobzyTruth","NCDC Why......  1billion on SMS  just to educate Nigerians, Who told you we're illiterate?
We're dealing with Covid-419 not Covid-19
#accountantgeneral
#yahooyahoo
#NCDC","NCDC Why......  1bil"
"3242","@yawerajaz4","“They will create the virus themselves and they will sell the antidotes afterwards, pretending to take their time to find the solution when they already have it.”
         -Muammar Gaddafi
#coronavirus #CoronaOutbreak","“They will create th"
"1810","@RodrigoMaia","Fake news é coisa de covarde. Criaram uma conta falsa com meu nome para desinformar e mentir. Pra esses pistoleiros digo: os cães ladram, mas a caravana passa. Vamos em frente que temos uma crise grave (que eles não acreditam porque a terra é plana e o vírus é conspiração).","Fake news é coisa de"
"2583","@Rconstantino","Já começou, e o desemprego nem subiu ainda! Vão produzir um cenário de caos, de anomia, de terra sem lei, de Mad Max!","Já começou, e o dese"
"1550","@WinstonLing","A FRAUDE PAULISTA. Das 201 mortes, 119 tiveram resultado negativo para o coronavírus. Outros 37 exames foram considerados inadequados (…) De acordo com a secretaria 19 exames foram classificados como “extraído”, ou seja, houve dúvida na análise e os testes estão sendo refeitos (…) Trocando em miúdos: 201 – 119 negativos = 82. 82 – 37 inadequados = 45. 45 – 19 extraídos = 26. APENAS 26 MORTOS EM SÃO PAULO","A FRAUDE PAULISTA. D"
"1551",NA,"CURADO POR CLOROQUINA !

Acabei de sair do Hosp. Unimed da Barra, onde meu primo Antonio Carlos de 67 anos, há 16 dias foi detectado com o COVID-19 e hoje após tratamento com CLOROQUINA, está CURADO.","CURADO POR CLOROQUIN"
"4085","@facticagt","¿Saben si hay riesgo de contagio en una piscina, por ejemplo la de la federación?","¿Saben si hay riesgo"
"3855",NA,"()Varias publicaciones en Facebook y Twitter, algunas con hasta 24 mil interacciones, presentan a Ángel Muñoz, conocido popularmente como “Jordi el Niño Polla“, como parte de diversos equipos de atención a la pandemia por el nuevo coronavirus.","()Varias publicacion"
"2902","@ONUMX","#OnuMxCOVID19
❌ No te dejes engañar. La #ONU en México y la #OMS no están brindando este tipo de ayuda. No compartas tus datos personales en páginas de internet no verificadas.","#OnuMxCOVID19
❌ No t"
"3681",NA,"delfín, canales venecianos, 
Venecia, en la contaminación del agua.","delfín, canales vene"
"1526",NA,"en Monclova, Coahuila, un recién nacido fue registrado con los nombres que se han mantenido en tendencia los últimos días. A los 7 días de nacido el menor fue registrado con GATTEL COVID CHÁVEZ LIZÁRRAGA","en Monclova, Coahuil"
"42",NA,"Importante Servicio Publico 

[VIDEO] Como esterilizar/desinfectar, si usted no tiene muchas mascarillas.

#coronavirus #estevirusloparamosunidos #stayhome","Importante Servicio "
"203",NA,"Queremos ir a misa!!
Queremos ir a misa!!
España #Coronavirus","Queremos ir a misa!!"
"3808",NA,"Atiborran Aeropuerto de la CDMX europeos y sudamericanos. Donald Trump cerró el acceso y NO quiso recibir estos vuelos, López Obrador, les abrió las puertas”","Atiborran Aeropuerto"
"3551",NA,"¡ LO REGISTRAN COMO COVID !

Registran en Monterrey a primer bebé con el nombre #Covid, en honor al virus Covid'19 que produce coronavirus. En nombre quedó como Dylan Covid Hernándex Flores y sus padres dicen estar orgullosos.","¡ LO REGISTRAN COMO "
"1419",NA,"la revista Muy Interesante,
La pandemia que viene,
la revista “predijo” el COVID-19","la revista Muy Inter"
"3448",NA,"El día de hoy estoy cansado. Cansado de todo. Quiero dirigirme a los líderes del mundo. ¿Qué ocurre con ustedes? ¿Qué plan diabólico traman? Ustedes están, deliberadamente, intentando reducir la población. Y lo hacen a costa de vidas inocentes","El día de hoy estoy "
"459",NA,"puede destruir el virus (SARS-COV-2)","puede destruir el vi"
"519",NA,"antes de llegar a los pulmones, permanece en la garganta durante tres o cuatro días y en este momento la persona comienza a toser y tener dolores de garganta. Si bebe mucha agua y hace gárgaras con agua tibia y sal o vinagre, elimina el virus.","antes de llegar a lo"
"3919",NA,"“la fibrosis causada por el Covid-19”: aguantar la respiración durante diez segundos y no sentir la necesidad de toser.","“la fibrosis causada"
"4648",NA,"#Curiosidades Coincidencia o eventos cíclicos?

1720:Peste
1820:Brote de Cólera
1920:Gripe Española
2020:Coronavirus Chino","#Curiosidades Coinci"
"3123","@Lord_Sugar","Is this a wind up","Is this a wind up"
"620","@etman09","WHOの高級幹部がチャイナで武漢新型コロナ肺炎の感染状況の報告を受けてい","WHOの高級幹部がチャイナで武漢新型コロ"
"4582","@zhiwei1221","意大利排华开始。","意大利排华开始。"
"4682","@WorldPopProject","Our updated analyses on @MedArXiv: 'Assessing spread risk of Wuhan novel coronavirus within and beyond China, January-April 2020: a travel network-based modelling study' with Chinese CDC and Bluedot: https://www.medrxiv.org/content/10.1101/2020.02.04.20020479v1 …","Our updated analyses"
"3138",NA,"Drauzio Varella defende que brasileiros nao fiquem em quarentena - VEJA VíDEO","Drauzio Varella defe"
"3124","＠KarlyTintalle","«FOTOGRAFÍA FILTRADA INDICA 1000 INFECTADOS:En la últimas horas circula en redes sociales fotografía de la mesa de trabajo del Gabinete,donde se visualiza el numero de 1000 infectados por Coronavirus,indicio de que el Régimen de Facto oculta la realidad. #Bolivia #COVIDー19","«FOTOGRAFÍA FILTRADA"
"1187","@gauravtiwarirau","क्या यह खबर सत्य है ???

पाक पीएम की पत्नी और ड्राइवर पॉजिटिव ???

इमरान नेगेटिव ???","क्या यह खबर सत्य है "
"1467","@AsYouNotWish
","This is Dr. Usama Riaz from Pakistan. He got infected with coronavirus while treating others. This was his last video cuz he succumbed yesterday.

Please listen to his last words, “Coronavirus mazaak nahin hai.” Your safety is in your hands & not Allah’s.","This is Dr. Usama Ri"
"3721","@footmercato","Cristiano Ronaldo va transformer ses hôtels au Portugal en hôpitaux pour aider à lutter contre la pandémie du Coronavirus. Ils deviendront gratuits et CR7 paiera de sa poche les médecins et le personnel hospitalier (via @marca
). #respect 🙏","Cristiano Ronaldo va"
"3721","@TheSportsman",".@Cristiano will use his CR7 brand of hotels and turn them into makeshift ‘hospitals’ to help against the global #Coronavirus pandemic.

They will be available free of charge and the Juventus star will be the one to pay for doctors and workers. What a man. 👏🏻",".@Cristiano will use"
"3721","@FootyAccums","OFFICIALL: Cristiano Ronaldo is turning his chain of hotels on Portugal into hospitals to treat those with underlying health conditions who have Coronavirus. 

Their treatment will be FREE as @Cristiano will be paying foreverything, including salaries of doctors&nurses.","OFFICIALL: Cristiano"
"787",NA,"စိတ်ဝင်စားစရာလေးတစ်ခုကတော့......အတော်လေးကို ဒုက္ခရောက်နေတဲ့သူတွေကတော့ သွားယူပြီးအိမ် ပြန်ရောက်လို့ မုန့်လုပ်ဖို့အိပ်ဖွင့်လိုက်ချိန်မှာ (အိပ်ထဲမှဂျုံမုန့်အကြား) ရူပီး ၁၀၀၀၀(နှစ်သိန်းခန့်)သေချာစွာထည့်ထားပေးတာကိုဂျုံအိပ်သွား ယူသူတွေရရှိသွားခဲ့ပါတယ် !ဘာကြောင့်အဲ့ဒီလိုလုပ်တာလဲမေးတော့ ""တကယ်ကိုလိုအပ်သူတွေရ စေချင်တာပါတဲ့"" လို့ ရေးသားထားပါတယ်။","စိတ်ဝင်စားစရာလေးတစ်ခ"
"883",NA,"In AP Kurnool medical college, local MLA Hafiz Khan forced a nurse to touch the feet of head of muslim and say sorry.

Reason, the nurse was telling her collegues, if these people who went to markaz, if they had gone on Quarantine by themselves, this situation would not have arose.","In AP Kurnool medica"
"2116","@ExSecular","Trupti Desai was caught buying liquor amidst lockdown","Trupti Desai was cau"
"1864",NA,"Rahul, Priyanka Gandhi","Rahul, Priyanka Gand"
"3127","@Pawan Kalyan","#JanataCurfew @narendramodi @nsitharaman @AmitShah","#JanataCurfew @naren"
"3188","@mathewmantony","@AltNews @boomlive_in
Got this pic of PM standing close with #KanikaKapoor as fwd saying that PM to be quarantined. Kindly do a fact check & confirm whether it is a recent or an old one. Putting it in public so that we dont have to defame the PM though we politically disagree.","@AltNews @boomlive_i"
"958","@MANOJMEENARAJ","जापान के नोबल पुरस्कार जीतने वाले ओर 4 साल तक चीन में काम करने वाले प्रोफेसर #टासुकू_होंजो का दावा, कोरोना प्राकृतिक नही कृत्रिम वायरस है जो चीन ने बनाया है।","जापान के नोबल पुरस्क"
"4785","@brajeshlive","जिंदगी की भीख मांगते चीन के वूहान शहर के ये लोग अपने घरों से चीखकर गिड़गिड़ा रहे हैं. इलाज, मदद की बजाय इन्हें घरों में बंद कर दिया गया है. चीन के लोगों की ये चीखें सदियों तक विश्व समुदाय का पीछा करेंगी. कोरोना वायरस चरम की तरफ बढ़ रहा है.भारत को तत्काल तैयारी में जुटना होगा.","जिंदगी की भीख मांगते"
"3016","@Lord_Sugar","Is this a wind up","Is this a wind up"
"3016","@qaisemawab098","Russian President @VladmirPutin unleashed more than 500 lions","Russian President @V"
"3016","@Balo_WaQar","Vladmir Putin has dropped 800 Tigers and lions across the country to push people to stay home.","Vladmir Putin has dr"
"3016","
@Shahzad41414876","You are So intelligent.","You are So intellige"
"2232","@NaMo4Bharath","18 nations including USA and UK wants NARENDER MODI as leader for TASK FORCE for CORONA..what a proud moment for INDIA..believe in him and INDIA will win 🙏 #IndiaFightCorona #modihaitomumkinhai","18 nations including"
"4743","@Rangoli_A","Meanwhile over 25,000 killed they have started shooting down all the people with the virus in China... this is so sad","Meanwhile over 25,00"
"4743","@IndurChhugani","Over 25,000 killed They have started shooting down all the people with the virus in China.","Over 25,000 killed T"
"4743","@partiotic_tweet","(請見圖檔 06)","(請見圖檔 06)"
"4743","@COOOTV","中国政府在控制疫情的过程中，发生了严重的人道危机。从武汉返乡的村民被邻居举报，不满而把邻居割喉。武汉单亲父亲被强制隔离，脑瘫儿子独自在家被活活饿死。湖北人在全国范围内被围追堵截。视频中的男子因为紧急情况需要通过封锁的路口被打死。这些都是政府制造的人道灾难","中国政府在控制疫情的过程中，发生了严重的"
"899","@AnoopKotwal78","कुदरत की मार / कर्मों का फल","कुदरत की मार / कर्मो"
"2064","@JAIHANUMAN94","#मामा_ऑन_फ़ायर🔫... इंदौर #एमपी👮
👇
वही मोहल्ला है जंहा #डॉक्टरों पे हमला हुआ😔
मजा आ गया देखकर🔥💪🏻
उम्मीद है आपको भी आया होगा🤣
     जय श्री राम","#मामा_ऑन_फ़ायर🔫... इ"
"4273","@vibhor_anand","Just heard that Nazma Begum aged 43 was tested positive for #Coronavirus, but she refused treatment and went back to Shaheen Bagh to protest...

Can anyone confirm this information???","Just heard that Nazm"
"4273","@shwetsuman1991","#WomenofShaheenBagh
#BigBreaking : 

Nazma begum (43) sitting in #ShaheenBaghProtest was not feeling well fainted.  Doctors found her #CoronavirusReachesDelhi positive.","#WomenofShaheenBagh
"
"4273","@Prabhat93078075","Nazma Begum (43) sitting in #ShaheenBaghProtest was not feeling well. Doctors found her #coronavirus positive. She denied the treatment and again went to #ShaheenBagh.
What kind of moron are these people?
#CoronavirusReachesDelhi","Nazma Begum (43) sit"
"4569","@SolomonYue","OMG: China needs #coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victims.","OMG: China needs #co"
"4569","@logg_","Chinese SWAT catch a coronavirus infected person","Chinese SWAT catch a"
"4569","@ianspence","Check your forehead temperature before going outside because now there can only be one reason for that apparently!","Check your forehead "
"1295","@vjdabodiya","(請見圖檔 08)","(請見圖檔 08)"
"1068","@Jay_Apoorva1","When people don't follow #StayHome #WearAMask  rules set by Govt, and roam around not practicing #SocialDistancing,

The #Tiruppur Police comes up with an innovative way to teach these youth a lesson they'll never forget!😂😂 #coronavirus #COVID #TNFightsCorona #CoronavirusIndia","When people don't fo"
"1068","@iVishnuManchu","You have to appreciate this. Just brilliant.","You have to apprecia"
"1068","@bhondu_mall","यह वीडियो बनाया है तमिलनाडू #Tiruppur की पुलिस ने... 
@ThirupurP

पुलिसकर्मी बिना मास्क पहने लोगों को पकड़कर एक #नकली कोरोना रोगी के साथ एम्बुलेंस में बैठने पर मजबूर करते है, देखिये क्या होता है फिर... 
TN Police ROCKS
DON'T MISS THE VIDEO. 
👇","यह वीडियो बनाया है त"
"893","@ArjunsinghWB","Look at the open threat being given by #warispathan to police.
And @rautsanjay61 ji of ruling party in Maharashtra was trying to teach @myogiadityanath ji on how to handle law and order.
Pehle Mumbai to sambhal lijye!
#byculla","Look at the open thr"
"892","@madhukishwar","Very very moving.
Brought tears to my eyes.
Confirms my belief, 21st Century belongs to India provided it works towards #ResurgenceOfSanatanDharma","Very very moving.
Br"
"990","@XyedFHussain","Heart Touching Pic On Internet 💔
Corona infected mother😭 - mother is mother, mother is love♥️♥️
#StayAtHomeSaveLives","Heart Touching Pic O"
"855","@MANIKAN24314712","வேலூர் மாவட்டம் திருப்பத்தூர் டவுனில், ஜூம்மா மசூதி தெருவில் கடந்த இரண்டு நாட்களாக,

நள்ளிரவு 1 மணிக்கு நடு ரோட்டிலேயே சுமார் 700நபர்கள் தொழுகையில் ஈடுபட்டு வருகின்றனர்.

காவல்துறையினர் உயரதிகாரிகளின் உத்திரவிற்கு கட்டுப்பட்டு, அவர்களுக்கு எந்த தொந்திரவும??","வேலூர் மாவட்டம் திரு"
"1612","@deepaggarwal1","Jamati in isolation in UP!!","Jamati in isolation "
"3021","@vision_rahul","Don't mess with Italy 
We must implement this in India as well
#COVIDIOTS #italystaystrong #Italy #coronaupdatesindia #Covid_19india #COVIDIOT #CoronavirusPandemic","Don't mess with Ital"
"3021","@chintskap","We need this discipline","We need this discipl"
"2812","@Pooja_Tripathii","This picture makes me cry!

This is the last photo of Dr Hadio Ali who died after treating the people affected by Corona in Indonesia)

This is his last visit. Standing by the gate and watching his children and pregnant wife.

We should not lose in this war. Stay home for them","This picture makes m"
"1367","@iashutosh23","Scenes from Haldwani today, Muslims created havoc today, did what they are famous for, not following the law of land. 
@desimojito @TheSquind @delhichatter","Scenes from Haldwani"
"1367","@RituRathaur","While whole India obeys @narendramodi ji on #Lockdown2 here somewhere in Uttrakhand eslamists floit all rules to move in a mob..
Why should we pay a price for them?
Donating our hard earned money?","While whole India ob"
"2915","@leorasinha","Some important information from
Kasturba Hospital corona chief Doctor ☝️
Please listen carefully and follow if you have any symptoms.
Please Share maximum.#AsimRiaz#COVID — 19 #KallaSohnaNai
pic.twitter.com/MvmdYUHzco","Some important infor"
"2915","@madhukishwar","Another simple way to combat #CoronaVirus","Another simple way t"
"2915","@JohnSmi13108865","Just a friendly reminder. In addition to washing hands, keeping distance to waering mask:
1. Drink warm water often
2. Gargle with salted water a few times a day.#CoronaVirus
#XRPcommunity #XRPtheStandard pic.twitter.com/bpLbZs9ucK","Just a friendly remi"
"2023","@GauravSayss","Look at this mullah, what he did with our police officer! #TabhleegiJamaat #मुस्लिम_मतलब_आतंकवादी #TablighiJamaat  #CoronaJihad #coronavirus #CoronaInMaharashtra","Look at this mullah,"
"2023","@Gautamm11854143","@ 納倫德拉·莫迪
@ AmitShah 
@ ArvindKejriwal 
@ KapilMishra_IND 
@ RubikaLiyaquat 
@ ChouhanShivraj 
@ Real_Jyoti1 
@ ippatel 
@ sudhirchaudhary
👇👇👇👇

जिोोचचहिएयेदेख 👇
फिशोंिशिशिश ...नन... ... ... .......
😨😨😨","@ 納倫德拉·莫迪
@ AmitShah"
"1144","@SortedEagle","They've found a new way to spread the virus now. A resident of this area in Indore saw a Muslim chap scatter currency notes of 100, 200 &500 in the locality for people to pick up &get infected. Police was called & they collected them with protection. 10grand scattered around.","They've found a new "
"4166","@OmSriMurugan","https://hindi.news24online.com/news/World/Chorana-virus-Iran-Surrendered-Namaz-e-Juma-also-canceled-562d8211 

#Muslimtva evangelists on whatsapp university sharing videos with messages that अल्लाह से बड़ा कोई नहीं है चीन के प्रधानमंत्री ने सारे मस्जिदों के ताला खोलने व नमाज़ व कूरान पढ़ने का आदेश जारी किया. कोरोना वायरस का इलाज सिर्फ कुरान में है.","https://hindi.news24"
"665","@hgsdhaliwalips","Oh Deer🦌 !! 
Truly a Party time for wildlife during #CoronaTimes!! 
Ooty-coimbatore road today...","Oh Deer🦌 !! 
Truly a"
"4795","@Ambermir_","The Simpsons scares us. This episode aired 27 years back in 1993.
This awful cartoon series always make people worried n surprised.  Clearly indiacates Jewish conspiracy.
 #CoronaVirus","The Simpsons scares "
"4795","@_________HRX","Now you got to be kidding ! Simpsons predicted Coronavirus more than 15years ago with exact same name ! Wow#coronavirus pic.twitter.com/AzmtryTGVx","Now you got to be ki"
"4795","@kiranshaw","Asterix creators Gosciny & Uderzo scripted a comic strip featuring Coronavirus uncannily called ‘the masked one’ decades ago! How cool is that!?","Asterix creators Gos"
"4795","@jaavedjaafer","What was the name of the Roman charioteer in Asterix and the chariot race? Interestingly it was Coronavirus and he also wore a mask. I thought this was too good not to share #Asterix&Obelix #Goscinny&Uderzo #Genius","What was the name of"
"949","@bhadauriajai786","भाइयो बहनो, 
तुम मेरे गिरने की बेहद सी हद तो  देखो !
हम रोटी को भी प्रचार का साधन बना लेंगें !!","भाइयो बहनो, 
तुम मेर"
"417","@anandmahindra","🙏🏽🙏🏽🙏🏽 to my friend Ashok Kurien, who sent me the best gift for these times! Proud to learn that an Indian inventor’s Swiss company has come out with these washable,reusable masks that destroy viruses. They’re stepping up production in India. http://livinguard.com","🙏🏽🙏🏽🙏🏽 to my friend "
"4223","@PIB_India","Advisory for #CoronaVirus

Homoeopathy for Prevention of Corona virus Infections

Unani Medicines useful in the symptomatic management of Corona Virus infection

Details here: https://pib.gov.in/PressReleasePage.aspx?PRID=1600895#","Advisory for #Corona"
"544","@vivekagnihotri","Solution to a lot of world’s problems lie in India. But you can’t find them as long as you ridicule our ancient wisdom. 

Cannabis is a magic plant. Till mid-80s it was sold by Govt.  Because of Rajiv Gandhi and western Pharma companies it got bad name.

Make cannabis legal.","Solution to a lot of"
"544","@AfricaRepublic","Weed Kills Corona Virus.
Scientists are shocked to discover that Weed Kills Corona Virus.
#coronaviruse
#coronarivirus","Weed Kills Corona Vi"
"544","@djmartylove","#coronavirusupdate scientist have discovered that weed kills corona virus","#coronavirusupdate s"
